product_id,date,quantity,revenue,category
P1,2021-09-07,11,638.68,Eletrônicos
P2,2021-09-07,3,1324.76,Eletrônicos
P3,2021-09-07,6,1705.88,Roupas
P4,2021-09-07,19,5636.27,Roupas
P5,2021-09-07,4,1308.31,Livros
P6,2021-09-07,12,4232.79,Móveis
P7,2021-09-07,5,554.53,Eletrônicos
P8,2021-09-07,12,4533.3,Roupas
P9,2021-09-07,3,1366.93,Livros
P10,2021-09-07,14,3018.21,Móveis
P1,2021-09-08,13,6491.87,Eletrônicos
P2,2021-09-08,2,266.66,Eletrônicos
P3,2021-09-08,1,433.85,Roupas
P4,2021-09-08,1,380.64,Roupas
P5,2021-09-08,14,5733.45,Livros
P6,2021-09-08,3,686.73,Móveis
P7,2021-09-08,13,6006.69,Eletrônicos
P8,2021-09-08,9,2767.59,Roupas
P9,2021-09-08,9,4478.14,Livros
P10,2021-09-08,2,127.11,Móveis
P1,2021-09-09,21,3462.84,Eletrônicos
P2,2021-09-09,13,6140.73,Eletrônicos
P3,2021-09-09,21,9459.91,Roupas
P4,2021-09-09,15,3301.78,Roupas
P5,2021-09-09,3,1461.64,Livros
P6,2021-09-09,18,4659.45,Móveis
P7,2021-09-09,13,6273.22,Eletrônicos
P8,2021-09-09,1,221.63,Roupas
P9,2021-09-09,3,769.74,Livros
P10,2021-09-09,13,1368.2,Móveis
P1,2021-09-10,6,2440.07,Eletrônicos
P2,2021-09-10,3,795.03,Eletrônicos
P3,2021-09-10,8,2655.21,Roupas
P4,2021-09-10,18,6872.71,Roupas
P5,2021-09-10,13,1525.58,Livros
P6,2021-09-10,2,357.87,Móveis
P7,2021-09-10,1,170.49,Eletrônicos
P8,2021-09-10,13,3892.68,Roupas
P9,2021-09-10,14,5393.52,Livros
P10,2021-09-10,17,5719.56,Móveis
P1,2021-09-11,1,361.86,Eletrônicos
P2,2021-09-11,3,950.08,Eletrônicos
P3,2021-09-11,22,1630.3,Roupas
P4,2021-09-11,10,1387.25,Roupas
P5,2021-09-11,20,5403.02,Livros
P6,2021-09-11,27,2384.85,Móveis
P7,2021-09-11,2,883.9,Eletrônicos
P8,2021-09-11,16,6068.69,Roupas
P9,2021-09-11,4,454.66,Livros
P10,2021-09-11,29,7513.23,Móveis
P1,2021-09-12,28,7143.87,Eletrônicos
P2,2021-09-12,1,404.2,Eletrônicos
P3,2021-09-12,11,2396.56,Roupas
P4,2021-09-12,4,512.61,Roupas
P5,2021-09-12,22,8525.07,Livros
P6,2021-09-12,36,5592.49,Móveis
P7,2021-09-12,26,9816.54,Eletrônicos
P8,2021-09-12,2,552.77,Roupas
P9,2021-09-12,4,1169.25,Livros
P10,2021-09-12,34,4375.83,Móveis
P1,2021-09-13,13,5688.68,Eletrônicos
P2,2021-09-13,8,2286.66,Eletrônicos
P3,2021-09-13,21,3066.39,Roupas
P4,2021-09-13,9,587.6,Roupas
P5,2021-09-13,8,1106.26,Livros
P6,2021-09-13,5,575.95,Móveis
P7,2021-09-13,1,112.08,Eletrônicos
P8,2021-09-13,4,1363.69,Roupas
P9,2021-09-13,10,3135.96,Livros
P10,2021-09-13,3,1031.03,Móveis
P1,2021-09-14,9,2213.29,Eletrônicos
P2,2021-09-14,3,406.15,Eletrônicos
P3,2021-09-14,13,5742.85,Roupas
P4,2021-09-14,20,7265.29,Roupas
P5,2021-09-14,23,2948.51,Livros
P6,2021-09-14,14,3988.0,Móveis
P7,2021-09-14,7,2773.63,Eletrônicos
P8,2021-09-14,4,1717.2,Roupas
P9,2021-09-14,4,717.63,Livros
P10,2021-09-14,11,2084.69,Móveis
P1,2021-09-15,11,3336.22,Eletrônicos
P2,2021-09-15,1,286.23,Eletrônicos
P3,2021-09-15,20,5263.0,Roupas
P4,2021-09-15,12,3256.53,Roupas
P5,2021-09-15,5,427.65,Livros
P6,2021-09-15,8,2077.6,Móveis
P7,2021-09-15,2,765.48,Eletrônicos
P8,2021-09-15,17,6482.86,Roupas
P9,2021-09-15,3,849.3,Livros
P10,2021-09-15,11,4213.14,Móveis
P1,2021-09-16,7,2237.24,Eletrônicos
P2,2021-09-16,25,8844.7,Eletrônicos
P3,2021-09-16,2,571.62,Roupas
P4,2021-09-16,25,4638.54,Roupas
P5,2021-09-16,15,2802.54,Livros
P6,2021-09-16,7,3073.19,Móveis
P7,2021-09-16,2,796.53,Eletrônicos
P8,2021-09-16,2,267.5,Roupas
P9,2021-09-16,8,3234.42,Livros
P10,2021-09-16,8,1226.85,Móveis
P1,2021-09-17,20,7396.21,Eletrônicos
P2,2021-09-17,20,9083.38,Eletrônicos
P3,2021-09-17,1,489.59,Roupas
P4,2021-09-17,9,581.79,Roupas
P5,2021-09-17,2,735.73,Livros
P6,2021-09-17,24,8923.01,Móveis
P7,2021-09-17,6,1242.37,Eletrônicos
P8,2021-09-17,20,8334.99,Roupas
P9,2021-09-17,12,4283.69,Livros
P10,2021-09-17,20,9871.38,Móveis
P1,2021-09-18,49,12114.87,Eletrônicos
P2,2021-09-18,36,9200.78,Eletrônicos
P3,2021-09-18,17,5932.41,Roupas
P4,2021-09-18,66,31893.84,Roupas
P5,2021-09-18,30,4987.88,Livros
P6,2021-09-18,2,122.38,Móveis
P7,2021-09-18,50,3866.83,Eletrônicos
P8,2021-09-18,9,4431.09,Roupas
P9,2021-09-18,9,1383.22,Livros
P10,2021-09-18,16,2535.35,Móveis
P1,2021-09-19,29,5324.39,Eletrônicos
P2,2021-09-19,8,735.75,Eletrônicos
P3,2021-09-19,33,14932.81,Roupas
P4,2021-09-19,5,1663.13,Roupas
P5,2021-09-19,4,1003.68,Livros
P6,2021-09-19,47,5363.66,Móveis
P7,2021-09-19,5,1700.17,Eletrônicos
P8,2021-09-19,44,14034.32,Roupas
P9,2021-09-19,29,3234.02,Livros
P10,2021-09-19,17,4463.73,Móveis
P1,2021-09-20,7,1717.1,Eletrônicos
P2,2021-09-20,29,12973.4,Eletrônicos
P3,2021-09-20,1,445.48,Roupas
P4,2021-09-20,6,403.57,Roupas
P5,2021-09-20,3,1271.0,Livros
P6,2021-09-20,23,9552.86,Móveis
P7,2021-09-20,1,169.97,Eletrônicos
P8,2021-09-20,6,1370.93,Roupas
P9,2021-09-20,16,2924.27,Livros
P10,2021-09-20,12,738.19,Móveis
P1,2021-09-21,10,1425.3,Eletrônicos
P2,2021-09-21,1,193.31,Eletrônicos
P3,2021-09-21,10,3411.04,Roupas
P4,2021-09-21,2,707.86,Roupas
P5,2021-09-21,1,372.02,Livros
P6,2021-09-21,8,707.33,Móveis
P7,2021-09-21,8,3070.31,Eletrônicos
P8,2021-09-21,7,2465.72,Roupas
P9,2021-09-21,2,914.64,Livros
P10,2021-09-21,4,1006.45,Móveis
P1,2021-09-22,2,993.11,Eletrônicos
P2,2021-09-22,5,1001.8,Eletrônicos
P3,2021-09-22,10,1990.43,Roupas
P4,2021-09-22,11,2380.33,Roupas
P5,2021-09-22,7,2507.04,Livros
P6,2021-09-22,1,125.73,Móveis
P7,2021-09-22,20,3849.35,Eletrônicos
P8,2021-09-22,2,135.22,Roupas
P9,2021-09-22,12,865.4,Livros
P10,2021-09-22,18,7172.39,Móveis
P1,2021-09-23,9,4298.12,Eletrônicos
P2,2021-09-23,11,4366.9,Eletrônicos
P3,2021-09-23,22,4963.63,Roupas
P4,2021-09-23,2,816.8,Roupas
P5,2021-09-23,5,1309.24,Livros
P6,2021-09-23,4,985.9,Móveis
P7,2021-09-23,16,6266.26,Eletrônicos
P8,2021-09-23,1,303.16,Roupas
P9,2021-09-23,9,499.58,Livros
P10,2021-09-23,26,11815.03,Móveis
P1,2021-09-24,11,2995.11,Eletrônicos
P2,2021-09-24,1,134.25,Eletrônicos
P3,2021-09-24,16,7492.96,Roupas
P4,2021-09-24,8,2709.35,Roupas
P5,2021-09-24,2,788.97,Livros
P6,2021-09-24,25,10451.2,Móveis
P7,2021-09-24,9,1279.96,Eletrônicos
P8,2021-09-24,16,5565.74,Roupas
P9,2021-09-24,8,1856.66,Livros
P10,2021-09-24,14,5205.06,Móveis
P1,2021-09-25,19,8023.68,Eletrônicos
P2,2021-09-25,33,5704.75,Eletrônicos
P3,2021-09-25,43,3408.81,Roupas
P4,2021-09-25,14,2322.29,Roupas
P5,2021-09-25,24,1529.98,Livros
P6,2021-09-25,37,6283.82,Móveis
P7,2021-09-25,7,781.89,Eletrônicos
P8,2021-09-25,10,3953.02,Roupas
P9,2021-09-25,17,854.09,Livros
P10,2021-09-25,21,2409.67,Móveis
P1,2021-09-26,14,4200.74,Eletrônicos
P2,2021-09-26,11,3913.53,Eletrônicos
P3,2021-09-26,26,5457.54,Roupas
P4,2021-09-26,2,762.73,Roupas
P5,2021-09-26,60,23168.34,Livros
P6,2021-09-26,13,2222.4,Móveis
P7,2021-09-26,23,4219.88,Eletrônicos
P8,2021-09-26,30,6647.01,Roupas
P9,2021-09-26,25,7500.23,Livros
P10,2021-09-26,2,695.17,Móveis
P1,2021-09-27,20,2894.7,Eletrônicos
P2,2021-09-27,19,4370.41,Eletrônicos
P3,2021-09-27,21,8491.39,Roupas
P4,2021-09-27,11,2219.81,Roupas
P5,2021-09-27,16,7991.02,Livros
P6,2021-09-27,22,4703.95,Móveis
P7,2021-09-27,2,685.1,Eletrônicos
P8,2021-09-27,18,7013.09,Roupas
P9,2021-09-27,21,1389.16,Livros
P10,2021-09-27,11,2069.17,Móveis
P1,2021-09-28,18,3407.99,Eletrônicos
P2,2021-09-28,3,423.72,Eletrônicos
P3,2021-09-28,8,2517.44,Roupas
P4,2021-09-28,17,2409.91,Roupas
P5,2021-09-28,22,9611.76,Livros
P6,2021-09-28,3,1438.45,Móveis
P7,2021-09-28,11,2355.99,Eletrônicos
P8,2021-09-28,14,1491.56,Roupas
P9,2021-09-28,3,176.37,Livros
P10,2021-09-28,10,2722.5,Móveis
P1,2021-09-29,10,3057.53,Eletrônicos
P2,2021-09-29,9,4254.86,Eletrônicos
P3,2021-09-29,13,850.88,Roupas
P4,2021-09-29,18,2032.75,Roupas
P5,2021-09-29,3,504.19,Livros
P6,2021-09-29,4,379.57,Móveis
P7,2021-09-29,3,1311.1,Eletrônicos
P8,2021-09-29,7,3372.21,Roupas
P9,2021-09-29,15,6854.54,Livros
P10,2021-09-29,16,1520.16,Móveis
P1,2021-09-30,9,1634.63,Eletrônicos
P2,2021-09-30,11,4190.53,Eletrônicos
P3,2021-09-30,1,165.95,Roupas
P4,2021-09-30,1,330.58,Roupas
P5,2021-09-30,2,485.68,Livros
P6,2021-09-30,1,170.12,Móveis
P7,2021-09-30,3,209.32,Eletrônicos
P8,2021-09-30,15,4383.78,Roupas
P9,2021-09-30,6,844.28,Livros
P10,2021-09-30,4,1541.05,Móveis
P1,2021-10-01,10,4725.32,Eletrônicos
P2,2021-10-01,15,1894.01,Eletrônicos
P3,2021-10-01,19,2899.4,Roupas
P4,2021-10-01,13,5600.92,Roupas
P5,2021-10-01,15,1783.07,Livros
P6,2021-10-01,7,523.6,Móveis
P7,2021-10-01,16,4694.96,Eletrônicos
P8,2021-10-01,3,1380.32,Roupas
P9,2021-10-01,4,670.17,Livros
P10,2021-10-01,1,167.12,Móveis
P1,2021-10-02,32,10894.39,Eletrônicos
P2,2021-10-02,24,9715.2,Eletrônicos
P3,2021-10-02,42,9631.54,Roupas
P4,2021-10-02,9,4188.65,Roupas
P5,2021-10-02,38,11990.46,Livros
P6,2021-10-02,5,611.01,Móveis
P7,2021-10-02,6,364.53,Eletrônicos
P8,2021-10-02,2,882.96,Roupas
P9,2021-10-02,23,10745.37,Livros
P10,2021-10-02,13,3718.55,Móveis
P1,2021-10-03,26,8004.87,Eletrônicos
P2,2021-10-03,21,2658.71,Eletrônicos
P3,2021-10-03,39,13707.73,Roupas
P4,2021-10-03,2,751.84,Roupas
P5,2021-10-03,18,5890.34,Livros
P6,2021-10-03,43,6003.61,Móveis
P7,2021-10-03,26,12986.13,Eletrônicos
P8,2021-10-03,26,9705.96,Roupas
P9,2021-10-03,1,173.59,Livros
P10,2021-10-03,35,7517.84,Móveis
P1,2021-10-04,7,3016.25,Eletrônicos
P2,2021-10-04,1,101.59,Eletrônicos
P3,2021-10-04,1,168.73,Roupas
P4,2021-10-04,3,649.32,Roupas
P5,2021-10-04,1,357.86,Livros
P6,2021-10-04,24,6163.47,Móveis
P7,2021-10-04,7,1103.05,Eletrônicos
P8,2021-10-04,12,4253.43,Roupas
P9,2021-10-04,4,1065.3,Livros
P10,2021-10-04,14,5462.06,Móveis
P1,2021-10-05,11,2471.8,Eletrônicos
P2,2021-10-05,1,342.83,Eletrônicos
P3,2021-10-05,10,4794.64,Roupas
P4,2021-10-05,2,185.95,Roupas
P5,2021-10-05,4,882.07,Livros
P6,2021-10-05,3,554.79,Móveis
P7,2021-10-05,5,834.34,Eletrônicos
P8,2021-10-05,11,2574.4,Roupas
P9,2021-10-05,28,5964.04,Livros
P10,2021-10-05,1,436.55,Móveis
P1,2021-10-06,1,362.95,Eletrônicos
P2,2021-10-06,12,3621.97,Eletrônicos
P3,2021-10-06,12,2582.6,Roupas
P4,2021-10-06,4,739.07,Roupas
P5,2021-10-06,4,1583.37,Livros
P6,2021-10-06,18,8653.9,Móveis
P7,2021-10-06,19,8813.88,Eletrônicos
P8,2021-10-06,9,818.25,Roupas
P9,2021-10-06,3,276.07,Livros
P10,2021-10-06,28,4526.21,Móveis
P1,2021-10-07,8,2846.51,Eletrônicos
P2,2021-10-07,21,2635.38,Eletrônicos
P3,2021-10-07,19,8892.39,Roupas
P4,2021-10-07,8,2075.86,Roupas
P5,2021-10-07,2,564.45,Livros
P6,2021-10-07,17,3261.16,Móveis
P7,2021-10-07,10,2305.65,Eletrônicos
P8,2021-10-07,3,1197.5,Roupas
P9,2021-10-07,2,781.71,Livros
P10,2021-10-07,7,2422.5,Móveis
P1,2021-10-08,4,1166.4,Eletrônicos
P2,2021-10-08,14,6354.32,Eletrônicos
P3,2021-10-08,16,4750.11,Roupas
P4,2021-10-08,1,198.97,Roupas
P5,2021-10-08,25,4804.07,Livros
P6,2021-10-08,18,3504.51,Móveis
P7,2021-10-08,16,7444.73,Eletrônicos
P8,2021-10-08,21,1182.28,Roupas
P9,2021-10-08,2,645.61,Livros
P10,2021-10-08,15,786.83,Móveis
P1,2021-10-09,22,8821.73,Eletrônicos
P2,2021-10-09,11,553.18,Eletrônicos
P3,2021-10-09,23,7631.6,Roupas
P4,2021-10-09,21,2585.16,Roupas
P5,2021-10-09,23,10508.26,Livros
P6,2021-10-09,56,14576.78,Móveis
P7,2021-10-09,39,13201.65,Eletrônicos
P8,2021-10-09,13,4354.51,Roupas
P9,2021-10-09,33,2808.58,Livros
P10,2021-10-09,43,9231.09,Móveis
P1,2021-10-10,29,6799.65,Eletrônicos
P2,2021-10-10,10,566.84,Eletrônicos
P3,2021-10-10,6,575.95,Roupas
P4,2021-10-10,2,673.02,Roupas
P5,2021-10-10,14,2095.58,Livros
P6,2021-10-10,23,9823.34,Móveis
P7,2021-10-10,16,3355.24,Eletrônicos
P8,2021-10-10,32,4798.13,Roupas
P9,2021-10-10,14,4038.19,Livros
P10,2021-10-10,16,2145.33,Móveis
P1,2021-10-11,1,384.81,Eletrônicos
P2,2021-10-11,12,1859.98,Eletrônicos
P3,2021-10-11,17,1544.18,Roupas
P4,2021-10-11,21,6930.79,Roupas
P5,2021-10-11,12,5389.42,Livros
P6,2021-10-11,7,2862.4,Móveis
P7,2021-10-11,11,4073.53,Eletrônicos
P8,2021-10-11,20,4527.12,Roupas
P9,2021-10-11,15,6445.43,Livros
P10,2021-10-11,21,1836.7,Móveis
P1,2021-10-12,11,4746.04,Eletrônicos
P2,2021-10-12,12,2246.25,Eletrônicos
P3,2021-10-12,21,4419.08,Roupas
P4,2021-10-12,3,1185.2,Roupas
P5,2021-10-12,11,3188.97,Livros
P6,2021-10-12,3,508.57,Móveis
P7,2021-10-12,5,1335.61,Eletrônicos
P8,2021-10-12,16,1197.19,Roupas
P9,2021-10-12,22,4391.48,Livros
P10,2021-10-12,14,4307.22,Móveis
P1,2021-10-13,8,3591.1,Eletrônicos
P2,2021-10-13,9,774.5,Eletrônicos
P3,2021-10-13,4,993.45,Roupas
P4,2021-10-13,1,71.71,Roupas
P5,2021-10-13,19,8826.79,Livros
P6,2021-10-13,8,1316.92,Móveis
P7,2021-10-13,3,1230.25,Eletrônicos
P8,2021-10-13,19,2596.18,Roupas
P9,2021-10-13,13,5290.03,Livros
P10,2021-10-13,8,2017.69,Móveis
P1,2021-10-14,21,6388.2,Eletrônicos
P2,2021-10-14,11,1631.76,Eletrônicos
P3,2021-10-14,8,1627.4,Roupas
P4,2021-10-14,7,1925.01,Roupas
P5,2021-10-14,9,3315.15,Livros
P6,2021-10-14,8,1102.52,Móveis
P7,2021-10-14,19,8789.94,Eletrônicos
P8,2021-10-14,11,3690.64,Roupas
P9,2021-10-14,11,3764.17,Livros
P10,2021-10-14,15,3375.71,Móveis
P1,2021-10-15,10,1232.79,Eletrônicos
P2,2021-10-15,1,471.49,Eletrônicos
P3,2021-10-15,1,357.02,Roupas
P4,2021-10-15,10,811.75,Roupas
P5,2021-10-15,15,7393.97,Livros
P6,2021-10-15,14,3365.56,Móveis
P7,2021-10-15,6,2816.52,Eletrônicos
P8,2021-10-15,1,284.96,Roupas
P9,2021-10-15,22,7300.46,Livros
P10,2021-10-15,24,8429.16,Móveis
P1,2021-10-16,15,7184.57,Eletrônicos
P2,2021-10-16,15,5340.93,Eletrônicos
P3,2021-10-16,21,2063.12,Roupas
P4,2021-10-16,18,1267.23,Roupas
P5,2021-10-16,44,15964.32,Livros
P6,2021-10-16,38,14920.88,Móveis
P7,2021-10-16,7,2035.47,Eletrônicos
P8,2021-10-16,8,2685.04,Roupas
P9,2021-10-16,21,5587.63,Livros
P10,2021-10-16,20,1769.87,Móveis
P1,2021-10-17,29,11022.87,Eletrônicos
P2,2021-10-17,29,14478.03,Eletrônicos
P3,2021-10-17,11,1065.27,Roupas
P4,2021-10-17,12,5173.94,Roupas
P5,2021-10-17,10,545.71,Livros
P6,2021-10-17,31,11054.21,Móveis
P7,2021-10-17,20,9761.0,Eletrônicos
P8,2021-10-17,8,1237.64,Roupas
P9,2021-10-17,15,6521.12,Livros
P10,2021-10-17,18,6279.42,Móveis
P1,2021-10-18,20,7671.36,Eletrônicos
P2,2021-10-18,3,1150.48,Eletrônicos
P3,2021-10-18,9,3605.8,Roupas
P4,2021-10-18,1,303.22,Roupas
P5,2021-10-18,25,12096.51,Livros
P6,2021-10-18,13,1178.43,Móveis
P7,2021-10-18,13,3080.09,Eletrônicos
P8,2021-10-18,8,1680.5,Roupas
P9,2021-10-18,2,313.25,Livros
P10,2021-10-18,12,4494.45,Móveis
P1,2021-10-19,2,982.79,Eletrônicos
P2,2021-10-19,20,5001.16,Eletrônicos
P3,2021-10-19,2,374.47,Roupas
P4,2021-10-19,19,8764.23,Roupas
P5,2021-10-19,5,529.73,Livros
P6,2021-10-19,1,278.76,Móveis
P7,2021-10-19,19,5606.68,Eletrônicos
P8,2021-10-19,19,1121.61,Roupas
P9,2021-10-19,27,5399.12,Livros
P10,2021-10-19,13,3532.26,Móveis
P1,2021-10-20,1,366.8,Eletrônicos
P2,2021-10-20,11,2899.71,Eletrônicos
P3,2021-10-20,6,364.86,Roupas
P4,2021-10-20,5,709.42,Roupas
P5,2021-10-20,20,8445.09,Livros
P6,2021-10-20,17,1837.2,Móveis
P7,2021-10-20,28,12757.69,Eletrônicos
P8,2021-10-20,14,4039.45,Roupas
P9,2021-10-20,18,6444.64,Livros
P10,2021-10-20,17,5250.4,Móveis
P1,2021-10-21,7,666.04,Eletrônicos
P2,2021-10-21,8,1997.89,Eletrônicos
P3,2021-10-21,6,655.96,Roupas
P4,2021-10-21,19,6027.01,Roupas
P5,2021-10-21,14,1993.4,Livros
P6,2021-10-21,5,321.69,Móveis
P7,2021-10-21,2,543.1,Eletrônicos
P8,2021-10-21,10,4559.41,Roupas
P9,2021-10-21,3,300.86,Livros
P10,2021-10-21,2,359.93,Móveis
P1,2021-10-22,12,1941.05,Eletrônicos
P2,2021-10-22,7,2482.31,Eletrônicos
P3,2021-10-22,5,578.83,Roupas
P4,2021-10-22,22,10508.73,Roupas
P5,2021-10-22,3,263.26,Livros
P6,2021-10-22,10,1060.31,Móveis
P7,2021-10-22,10,1029.78,Eletrônicos
P8,2021-10-22,1,349.54,Roupas
P9,2021-10-22,14,1794.34,Livros
P10,2021-10-22,1,87.6,Móveis
P1,2021-10-23,26,12807.46,Eletrônicos
P2,2021-10-23,9,1689.25,Eletrônicos
P3,2021-10-23,15,5338.98,Roupas
P4,2021-10-23,14,6235.02,Roupas
P5,2021-10-23,22,1596.36,Livros
P6,2021-10-23,19,4989.14,Móveis
P7,2021-10-23,12,2831.65,Eletrônicos
P8,2021-10-23,17,1065.38,Roupas
P9,2021-10-23,42,14726.46,Livros
P10,2021-10-23,8,1150.06,Móveis
P1,2021-10-24,30,8523.74,Eletrônicos
P2,2021-10-24,37,15333.54,Eletrônicos
P3,2021-10-24,20,9105.28,Roupas
P4,2021-10-24,22,9331.36,Roupas
P5,2021-10-24,31,15349.78,Livros
P6,2021-10-24,31,4067.11,Móveis
P7,2021-10-24,32,9747.67,Eletrônicos
P8,2021-10-24,42,7334.55,Roupas
P9,2021-10-24,4,793.39,Livros
P10,2021-10-24,28,6276.37,Móveis
P1,2021-10-25,6,662.37,Eletrônicos
P2,2021-10-25,13,1960.16,Eletrônicos
P3,2021-10-25,4,247.49,Roupas
P4,2021-10-25,7,1887.17,Roupas
P5,2021-10-25,21,1196.49,Livros
P6,2021-10-25,3,593.66,Móveis
P7,2021-10-25,12,4241.69,Eletrônicos
P8,2021-10-25,15,4560.62,Roupas
P9,2021-10-25,2,926.13,Livros
P10,2021-10-25,3,812.06,Móveis
P1,2021-10-26,6,1089.66,Eletrônicos
P2,2021-10-26,7,2995.05,Eletrônicos
P3,2021-10-26,2,739.27,Roupas
P4,2021-10-26,7,775.54,Roupas
P5,2021-10-26,1,272.83,Livros
P6,2021-10-26,5,1008.12,Móveis
P7,2021-10-26,8,3631.38,Eletrônicos
P8,2021-10-26,26,8345.69,Roupas
P9,2021-10-26,18,4140.16,Livros
P10,2021-10-26,15,7081.48,Móveis
P1,2021-10-27,1,444.32,Eletrônicos
P2,2021-10-27,8,2319.03,Eletrônicos
P3,2021-10-27,4,1373.16,Roupas
P4,2021-10-27,18,8573.76,Roupas
P5,2021-10-27,7,843.92,Livros
P6,2021-10-27,10,1533.2,Móveis
P7,2021-10-27,10,542.87,Eletrônicos
P8,2021-10-27,4,610.51,Roupas
P9,2021-10-27,9,1698.88,Livros
P10,2021-10-27,10,1407.58,Móveis
P1,2021-10-28,2,424.76,Eletrônicos
P2,2021-10-28,17,7219.12,Eletrônicos
P3,2021-10-28,13,3884.87,Roupas
P4,2021-10-28,7,559.57,Roupas
P5,2021-10-28,18,2920.27,Livros
P6,2021-10-28,16,4251.0,Móveis
P7,2021-10-28,15,3965.21,Eletrônicos
P8,2021-10-28,9,3611.77,Roupas
P9,2021-10-28,1,428.12,Livros
P10,2021-10-28,21,9372.45,Móveis
P1,2021-10-29,7,2830.83,Eletrônicos
P2,2021-10-29,6,1446.36,Eletrônicos
P3,2021-10-29,16,1875.56,Roupas
P4,2021-10-29,3,287.53,Roupas
P5,2021-10-29,13,4180.91,Livros
P6,2021-10-29,17,6245.81,Móveis
P7,2021-10-29,11,5122.52,Eletrônicos
P8,2021-10-29,12,5998.12,Roupas
P9,2021-10-29,5,1585.62,Livros
P10,2021-10-29,6,2328.13,Móveis
P1,2021-10-30,34,13316.6,Eletrônicos
P2,2021-10-30,3,497.21,Eletrônicos
P3,2021-10-30,1,341.45,Roupas
P4,2021-10-30,9,1479.21,Roupas
P5,2021-10-30,4,1302.99,Livros
P6,2021-10-30,40,9672.55,Móveis
P7,2021-10-30,11,1998.8,Eletrônicos
P8,2021-10-30,16,5375.76,Roupas
P9,2021-10-30,17,4519.13,Livros
P10,2021-10-30,15,1326.47,Móveis
P1,2021-10-31,30,7277.03,Eletrônicos
P2,2021-10-31,56,6851.11,Eletrônicos
P3,2021-10-31,25,6829.25,Roupas
P4,2021-10-31,32,7827.18,Roupas
P5,2021-10-31,29,9024.22,Livros
P6,2021-10-31,7,2554.37,Móveis
P7,2021-10-31,18,6960.97,Eletrônicos
P8,2021-10-31,22,5573.15,Roupas
P9,2021-10-31,31,14859.37,Livros
P10,2021-10-31,1,68.77,Móveis
P1,2021-11-01,27,1650.22,Eletrônicos
P2,2021-11-01,18,3631.52,Eletrônicos
P3,2021-11-01,17,2558.06,Roupas
P4,2021-11-01,22,4019.83,Roupas
P5,2021-11-01,3,332.22,Livros
P6,2021-11-01,8,2573.91,Móveis
P7,2021-11-01,21,8113.97,Eletrônicos
P8,2021-11-01,20,5862.95,Roupas
P9,2021-11-01,51,3991.55,Livros
P10,2021-11-01,25,2593.97,Móveis
P1,2021-11-02,16,4096.89,Eletrônicos
P2,2021-11-02,45,16670.66,Eletrônicos
P3,2021-11-02,3,187.82,Roupas
P4,2021-11-02,5,2392.8,Roupas
P5,2021-11-02,2,714.55,Livros
P6,2021-11-02,17,7540.01,Móveis
P7,2021-11-02,36,11688.12,Eletrônicos
P8,2021-11-02,2,127.95,Roupas
P9,2021-11-02,32,6196.23,Livros
P10,2021-11-02,21,9030.83,Móveis
P1,2021-11-03,36,6383.52,Eletrônicos
P2,2021-11-03,51,18777.26,Eletrônicos
P3,2021-11-03,2,428.47,Roupas
P4,2021-11-03,35,5610.99,Roupas
P5,2021-11-03,44,3109.66,Livros
P6,2021-11-03,34,8081.09,Móveis
P7,2021-11-03,10,2265.61,Eletrônicos
P8,2021-11-03,16,5313.58,Roupas
P9,2021-11-03,9,1725.37,Livros
P10,2021-11-03,25,4181.75,Móveis
P1,2021-11-04,3,253.65,Eletrônicos
P2,2021-11-04,18,7172.75,Eletrônicos
P3,2021-11-04,5,369.13,Roupas
P4,2021-11-04,2,612.94,Roupas
P5,2021-11-04,55,17227.63,Livros
P6,2021-11-04,14,6546.84,Móveis
P7,2021-11-04,32,13823.32,Eletrônicos
P8,2021-11-04,19,6896.07,Roupas
P9,2021-11-04,18,6817.72,Livros
P10,2021-11-04,14,1326.0,Móveis
P1,2021-11-05,28,11331.76,Eletrônicos
P2,2021-11-05,11,1985.56,Eletrônicos
P3,2021-11-05,43,19843.72,Roupas
P4,2021-11-05,29,8546.93,Roupas
P5,2021-11-05,28,8645.23,Livros
P6,2021-11-05,49,18518.9,Móveis
P7,2021-11-05,38,12674.25,Eletrônicos
P8,2021-11-05,21,7128.61,Roupas
P9,2021-11-05,40,8852.25,Livros
P10,2021-11-05,4,1763.88,Móveis
P1,2021-11-06,64,10823.48,Eletrônicos
P2,2021-11-06,15,2797.0,Eletrônicos
P3,2021-11-06,46,12087.49,Roupas
P4,2021-11-06,108,31357.12,Roupas
P5,2021-11-06,11,4746.43,Livros
P6,2021-11-06,5,787.56,Móveis
P7,2021-11-06,54,7977.2,Eletrônicos
P8,2021-11-06,105,13746.15,Roupas
P9,2021-11-06,101,34763.2,Livros
P10,2021-11-06,65,17178.07,Móveis
P1,2021-11-07,12,2579.59,Eletrônicos
P2,2021-11-07,61,4232.86,Eletrônicos
P3,2021-11-07,33,6206.91,Roupas
P4,2021-11-07,14,3199.14,Roupas
P5,2021-11-07,52,4807.11,Livros
P6,2021-11-07,102,35589.55,Móveis
P7,2021-11-07,43,9621.63,Eletrônicos
P8,2021-11-07,5,1701.14,Roupas
P9,2021-11-07,13,4939.28,Livros
P10,2021-11-07,101,5324.85,Móveis
P1,2021-11-08,20,2356.95,Eletrônicos
P2,2021-11-08,28,13171.62,Eletrônicos
